REFCODES,HOMO-LUMO GAP,SMILES
PAGTOG,3.0374,CC(C)(C)OC(=O)N1C(=O)C2=C(NC(=O)C2=C1c1ccccc1)c1ccccc1
PAJSEZ,2.481,Clc1cc2N=C(C3=CC=C(Br)S3)C(=Nc2cc1Cl)C1=CC=C(Br)S1
PALFUE,4.1785,COC(=O)C1(CC(C2OC(C)OCC2O)N(Cc2ccccc2)O1)C(O)c1ccccc1
PAMCEN,1.8786,Fc1c(F)c(Br)c(F)c(Br)c1F
PAMCIR,2.1361,CC1(C)OC2COC3(CCCO3)C(=O)C2O1
PAMYUY,1.6166,O=C1NCCCCCNC(=O)c2cccc(n2)C(=O)NCCCCCNC(=O)c2cccc1n2
PAMZUZ,2.0886,Fc1ccc(cc1)c1cnc2ccccc2n1
PANDEO,3.8221,Oc1ccccc1C=NCCN1CCOCC1
PASKUR,3.9367,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
PASXIR,3.404,OC1=C2N(C(=O)C(=C2Cl)Cl)c2ccccc12
PAVPOS,3.173,O=N(=O)c1ccc2c3ccncc3c3ccccc3c3ccccc3c2c1
PAWKUV,2.7266,OC1C2CC3CC(C2)CC1(O)C3
PAZGAZ,2.863,COc1ccc(OC)c(CN2c3ccccc3c3ccccc23)c1
PCPHOL01,2.508,COc1cc(CN2c3ccccc3c3ccccc23)cc(CN2c3ccccc3c3ccccc23)c1
PEBKIS,2.1527,CCC(=Cc1ccc(cc1)N(C)C)N(=O)=O
PEBPUI,2.5576,Nc1ccccc1CN(Cc1ccc2ccccc2n1)Cc1ccc2ccccc2n1
PEGKES,5.7876,COC(=O)C1=CN2C=CC(=C2C=C1)C(=O)OC
PELQAZ,3.2376,Cc1cc2Oc3cc(Oc4cc(C)cc(Oc5cc(Oc(c1)c2)nc(n5)c1ccccc1)c4)nc(n3)c1ccccc1
PELQED,3.2329,FC(F)(F)c1cc2c3cc(c(cc3c3cc(c(cc3c2c(c1)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F
PEMCEQ,2.1486,FC(F)(F)c1cc(c2cc(c3c(cc(c4ccc1c2c34)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F
PEMFAP,2.011,FC(F)(F)c1cc2c(cc(c3c4cc(cc5c(cc(c(c(c1)c23)c45)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F
PEMGOE,2.7705,FC(F)(F)c1ccc2c3c1ccc(c3c1ccc(c3ccc(c2c13)C(F)(F)F)C(F)(F)F)C(F)(F)F
PEPQOR,3.4202,FC(F)(F)c1cc2c(cc3c(cc(cc3C(F)(F)F)C(F)(F)F)c2C(F)(F)F)c(c1)C(F)(F)F
PEQVEO,3.2579,CCOC(=O)c1ccc(NC(=O)C2NC(=O)OC2C)cc1
PEQVIS,2.3476,O=C1NC(C(N1)c1ccccc1)c1ccccc1
PEQVUE,1.9683,CC(=O)OC1CC2C(C)(C)C(=O)C=CC2(C)C2C(O)CC3(C)C(OC(=O)C4OC34C12C)C1=COC=C1
PEQWEP,1.9031,OC12CCC(C1)C1CCCNC1C2
PEQWIT,1.8779,COC1=CC(=O)C(C=C1)=C(Nc1ccccc1O)c1ccccc1
PERYER,3.5672,Fc1c(F)c(N2C=Nc3ccccc23)c(F)c(F)c1C#N
PESGIE,2.8038,Clc1c(N2C=CC=C2)c(Cl)c(N2C=CC=C2)c(Cl)c1N1C=CC=C1
PESVUF,2.8368,CC1C2CC(=O)C(O)C31C(O2)C(=C)OC3=O
PETYOD,4.9423,c1ccc(cc1)C=C1C(C(c2ccccc2)C21c1ccccc1c1ccccc21)=C1c2ccccc2c2ccccc12
PEWZEX,2.1695,OC(=O)c1c(F)c(F)c(F)c(F)c1F
PEYDEE,2.7715,OC(=O)c1ccc(F)cc1
PEYFEF,2.8669,OC(=O)c1ccc(F)cc1
PEZCON,3.5525,Fc1c(F)c(C#N)c(F)c(F)c1C#N
PFBBFL11,2.0165,Fc1c(F)c(C#N)c(F)c(F)c1C#N
PFBZAC01,3.7962,Fc1c(F)c(C#N)c(F)c(F)c1C#N
PFBZAD01,4.1257,O=C1NC(=O)c2ccccc12
PFBZAD15,4.1258,c1ccc2nc3ccccc3nc2c1
PFTENT02,3.2512,OC(=O)c1cc(F)cc(F)c1
PFTENT11,3.2512,O=C1C2C3CC(C=C3)C2c2c3ccccc3c3ccccc3c12
PFTENT21,3.2512,CC1=NN(C(=O)C1=CNCCO)c1ccccc1
PHALIM04,2.9804,OC(=O)C1CC(=O)C=C2CCCCC12
PHENAZ01,2.3279,Brc1cc2nc3c4ccccc4c4ccccc4c3nc2cc1Br
PIDGOZ01,3.7592,OC(=O)c1c(F)cc(F)cc1F.NC(=O)c1ccncc1
PIGJOF,2.5969,ClC1=C(OC(=O)c2ccccc12)c1ccccc1
PIJREG,2.4998,COc1ccc(cc1)C=C1C(C)CCC2C(N(C)N=C12)c1ccc(OC)cc1
PILJAW,2.9578,COC1OC(CCCC2OC(OC)C(C)C(O)C2C)C(C)C(O)C1C
PIMRIO,2.3983,COc1ccc2CC(C#N)C(OC(C)=O)c3ccccc3OCc2c1
PIRNOV,2.5841,COC(=O)C1=C(NC2CCCCC2)OC(=C1C(=O)OC)c1ccc(cc1)N(=O)=O
PITBIF,2.8456,COC(=O)C1=C(C(=O)OC)C(O)(N(C1=O)c1c(C)cccc1C)c1ccccc1
PITQEP,2.3515,CC1(C)C2CCc3ccc(N=C4NC(=Nc5ccc6CCC7C(c6n5)C7(C)C)c5ccccc45)nc3C12
PIVBOM,5.4895,CC1(CCN(C(=O)c2ccccc2)C1=O)C(O)C1=CC=CO1
PIVZUQ,3.9177,Fc1cc(C=O)ccc1Cl
POBRUU,1.8486,Cc1cc(O)c(cc1C)C(C)=NCCCN=C(C)c1cc(C)c(C)cc1O
POBSAB,2.537,CC(C)(c1ccc(N)cc1)c1ccc(cc1)C(C)(C)c1ccc(N)cc1
POBWOT,2.1209,CC(CC1CC(=C)C(=O)O1)C1CCC2C(O)CCCC12C
POCYEM,3.34,O=N(=O)c1ccc2NC3=C(CC(=Nc4ccccc34)NCc3ccccn3)c2c1
PODJUP,2.9671,COC(=O)C1(Cc2ccccc2N(Cc2ccccc2)C1c1ccccc1)C(=O)OC
POFQUX,2.8442,Brc1ccccc1c1ccc(cc1)c1ccccc1Br
POGLAZ,3.677,c1ccc(cc1)C1=C(c2ccccc2)c2ccc(cc2)c2ccccc2c2ccc(cc2)c2ccccc2c2ccc1cc2
POHNAC,3.5243,COc1ccc(cc1)C(=O)c1ccc(cc1)c1ccccc1c1ccc(cc1)c1ccccc1c1ccc(cc1)C(=O)c1ccc(OC)cc1
POHVUE,2.1232,CN1NC(=O)CN2N=NN=C12
POQPUH,2.8819,CN(N=NN(C)C1=NN=NN1CC(O)=O)C1=NN=NN1CC(O)=O
PORRAQ,3.6081,COc1ccc(c(O)c1)C(=Nc1ccccc1NC(=O)C(C)(C)C)c1ccccc1
PORREU01,2.5556,COc1ccc(c(O)c1)C(=Nc1ccccc1NC(=O)c1ccccc1)c1ccccc1
PORROE,2.7517,CC(C)(C)C(=O)Nc1ccccc1N=Cc1ccccc1O
PORXEA,4.0636,CCOC(=O)CCCCC(=O)C1=C(C)C(=C(N1)C=C1NC(=O)C(=C1OC)OC)C
PORXUQ,2.6165,COc1ccc2C3N(Cc4ccccc4)C(=O)c4ccccc4C3(Cc2c1)c1ccccc1
POSMEQ,2.3979,CN1C(=Cc2ccccc12)C=NNC(=O)c1cc(O)c(O)c(O)c1
POSMIU,2.3937,CCOC(=O)C1C(N(C1=O)C(C)(C)C)c1ccccc1
POSPET,2.394,COc1cc(O)c2C(=O)Oc3c(O)c(OC)cc(C)c3c2c1
POTFOU,2.0172,CC(OC(C)=O)C1COC(=O)C1=C(OC(C)=O)c1ccc(cc1)c1ccccc1
POTNOC,3.2808,CC(C)(C)c1cc(Oc2cccc(C#N)c2C#N)c(cc1O)C(C)(C)C
POWXEF,2.2888,CC(C)(C)OC(=O)C1CC(CC(=O)N1C(=O)OC(C)(C)C)c1ccccc1
POXTAY,4.1968,ON(C1CC(C=C1)C1CC(=O)N1)C(=O)Cc1ccccc1
POXTUS,2.8248,CC1(C)SC(=NC1=O)C1=Nc2ccc(O)cc2S1
POXYUX,2.796,O=C1OC(c2ccccc2)C(=Cc2ccccc2)c2ccccc12
POYDOX,2.477,O=C(C=Cc1ccccc1)c1ccncc1
POYLUL,4.1069,O=C(Nc1ccncc1)N1CCN(C(=O)Nc2ccncc2)C1=O
POYWAC,4.4165,COc1ccc(C=NNC(=O)c2ccncc2)cc1OCc1ccccc1
POZLUM,2.4069,Cc1nc2ccc(Cl)cc2c(c2ccccc2)c1C1=NN(C(C1)C1=CC=CS1)c1ccccc1
PUBLII,2.9206,c1ccc(cc1)C(C(N1C=NN=N1)c1ccccc1)N1C=NN=N1
PUBSUB01,2.3919,OC(=O)CN1c2ccccc2c2ccccc12
PUDSEN,3.417,CCCN1C(=Nc2cc(C)c(C)cc12)C=CC1=Nc2cc(C)c(C)cc2N1CCC
PUFNEK,2.3242,CCCCN1C(=O)N2Cc3ccccc3NC(=C2C1=O)c1ccccc1
PUGKIM,3.0592,OC(=O)c1cc2ccccc2nc1Cl
PUGLUZ,4.5623,C1c2ccccc2OC2=C1N1C=Cc3ccccc3C1=N2
PUGVOD,3.3008,CCN(CC)C(=O)Nc1ccccc1
PUJPIU,2.1155,CC12OC(OC1CC(=O)C=C2)c1ccc(cc1)N(=O)=O
PUJWOH,2.3134,CC1(O)C=C(C(O)c2ccc(cc2)C#N)C(=O)C(=C1)C(O)c1ccc(cc1)C#N
PUKJUB,1.7426,COC(=O)C1(CCC2CN3C(=Cc4ccccc34)CC12)C(=O)OC
PUKMIS,2.8456,OC(=O)c1ccc(cc1)N=Cc1ccccn1
PUKTOF,4.1207,Cc1c(c2ccccc2)c(c2ccccc2)c(C)c(c2ccccc2)c1c1ccccc1
PUKZEB,2.3556,c1ccc(cc1)c1cc(c2ccccc2)c(c2ccccc2)c(c2ccccc2)c1c1ccccc1
PUKZOL,2.5153,CC(C)C1CCC(C)C(=O)C1C(O)c1ccccc1
PULQUJ,3.2859,CC1CCC(C(C(O)c2ccccc2)C1=O)C(C)=C
PUNMER,2.7147,CC1C(N2C(C(C1=O)c1ccccc1)C13OC(CC1C2=O)C=C3)C1=CC=CO1
PUNTUO,3.8243,FC(F)(F)c1ccc(cc1)C1=CC=C(S1)c1ccc(cc1)C1=CC=C(S1)c1ccc(cc1)C(F)(F)F
PUNVIE,3.4488,Oc1ccccc1C1=NNC(=C1)c1cccc(n1)C1=CC(=NN1)c1ccccc1O
PUSKIY,3.6648,Cc1c(Br)c(C)c(Br)c(C)c1Br
PUSKOE,3.595,c1cc2ccc3cccc4ccc(c1)c2c34
PUSMUM,3.4102,OC(C(OC(=O)c1ccccc1)C(O)=O)C(O)=O
PUVMAV01,2.0853,COC(=O)C(CC(C)C)NC(NC(=O)OCc1ccccc1)=NC(=O)OCc1ccccc1
PUWZAJ,2.2732,Nc1cc(Cl)ccc1C(O)=O
PUZHIB01,2.8667,O=C1NC2=NC(=NN2C(=N1)NCc1ccncc1)c1ccccc1
PYRENE07,2.6317,CCCCCCOc1ccc(cc1)C(=O)C=Cc1ccc(O)cc1
QACXOJ,4.1173,CCC(O)(CCC(C)C1CCC2C3C=CC4=CC(=O)C=CC4(C)C3CCC12C(O)=O)C(C)=C
QAJMUL,4.1444,CCCC=CC=CC(O)=C1C(=O)C(CC(O)(C(C)C)C(O)=O)N(C)C1=O
QAJPAU,3.0171,COc1cc2OC(CC(OC3CC(Oc4cc(OC)c(OC)c(OC)c34)c3ccccc3)c2c(OC)c1OC)c1ccccc1
QAJYAD,3.3598,COc1cc(O)c2C(=O)CC(Oc2c1OC)c1ccccc1
QAKNAT,2.5497,CC12C=CC(O)C3(C)C1C(OC3=O)C1OC31COC(=O)C=C23
QALNAU,2.4259,CC12CCC(O)C3(C)C1C(OC3=O)C1OC31COC(=O)C=C23
QALPAW,2.1457,CC12C=CC(O)C3(C)C1C(OC3=O)C=C1COC(=O)C=C21
QALQAX,3.6479,CC1CCC(CC21OOC1(CC(CCC1C)C(C)=NOCc1ccccc1)OO2)C(C)=NOCc1ccccc1
QALQEB,2.7307,CC(=O)C1=CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C
QALQIF,3.5495,O=N(=O)OCC(CON(=O)=O)N(C(CON(=O)=O)CON(=O)=O)N(=O)=O
QALQOL,3.5476,O(c1ccccc1)c1c2ccccc2nc2ccccc12
QALQUR,3.1091,Cc1ccc(cc1)N=Nc1ccc(O)c(C=O)c1
QALRUS,3.7099,COC(=O)c1ccc2OCCOCCOCCOc3cc(ccc3OCCOCCOCCOc2c1)C(=O)OC
QALSUT,2.5839,CC1CCC2=C3CCCC3=CC(C(=O)N12)c1ccccc1
QALWOR,3.516,O=C1N2C(CCC2c2ccccc2C=C1c1ccccc1)c1ccccc1
QANJEV,2.3547,CC1(C)OCC(O1)C1C(CO)CON1Cc1ccccc1
QANTUV02,2.0084,Oc1c(Br)cc(cc1Br)c1cc(Br)c(O)c(Br)c1
QAPGIY,3.2882,CCCCCCCCCCCCOc1cc(cc(c1)C(=O)OCC)C#Cc1ccc(cc1)C#Cc1cc(OCCCCCCCCCCCC)cc(c1)C(=O)OCC
QAQWUB,3.1717,CC1CCCC2(O1)C(=O)C=CC2(C)C
QAQXEM,2.8966,Oc1ccc(Br)cc1C#N
QATJEB,3.8004,Fc1ccc(cc1)C1=Nc2ccccc2N1c1ccccc1
QATKOM,3.4331,CC12C3CCC1C1CCC3C1(C)C(=C2c1ccccc1)c1ccccc1
QAWNOS,2.4019,CC#CN1c2ccccc2Sc2ccccc12
QAYDOK,2.928,O1C2C3OC4C5OC(C1C35)C24
QECJOZ,2.0921,O=C(NCCN(CCNC(=O)c1cccc(c1)N(=O)=O)CCNC(=O)c1cccc(c1)N(=O)=O)c1cccc(c1)N(=O)=O
QECZEF,3.2411,CC=C1C(=O)CC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
QEDBEG,4.0699,CCOC(=O)N1CCC23C(Nc4ccccc4C2C1C(=O)OC)N(C)c1ccccc31
QEDPEW,2.9989,COc1ccc2cc(CC3CCCCN3C(=O)OC(C)(C)C)c3cc(OC)c(OC)cc3c2c1
QEGSOL,5.9197,Clc1ccc(cc1)C1=Nc2ccccc2N1
QEKPAY,1.9648,O=C1N(c2ccccc2)C(=O)c2ccc3c4ccc5C(=O)N(c6ccccc6)C(=O)c6ccc(c7ccc1c2c37)c4c56
QEMLUQ,2.6934,CC1=CCC2C(C1)c1c(O)cc(cc1OC2(C)C)C12CC3CC(CC(C3)C1)C2
QEQNEG,3.4115,CC12CCC(=O)C1C1CCCC(OC(=O)c3cc(cc(c3)N(=O)=O)N(=O)=O)C1(C)CC2
QERDEX,3.0918,Clc1cccc(Cl)c1C=O
QERTIR01,3.0482,Cc1ccc(C=Nc2ccccc2N=Cc2ccc(C)cc2O)c(O)c1
QERYES,1.4791,OCC1OC(C(O)C1O)N1C=CC(=C1)N(=O)=O
QESPUA,4.1663,Clc1cc2OC3=C(c4c(O3)ccc3ccccc43)c2c2ccccc12
QEWWOF,1.4648,O=C(OCc1ccccc1)N1C2C3C4CC(C=C4)C3C1C13C4CC(C=C4)C21C(=O)OC3=O
QEWXIA,2.5974,O=C(OCc1ccccc1)N1C2C=CC1C13C4OC(C=C4)C21C(=O)OC3=O
QEXLOV,2.4817,O=C1OC(=O)C23C4OC(C=C4)C12C1C=CC3C1=C1C2CC3CC(C2)CC1C3
QEYLAI,3.217,CCC1=C(CC)C(NC1=O)=CC1=C(CC)C(=C(N1)C(=O)CCCC(=O)C1=C(CC)C(=C(N1)C=C1NC(=O)C(=C1CC)CC)CC)CC
QEZRES,2.6053,CC(C)C1=C(O)C(=O)C2=C(C(O)CC3C(C)(C)CCCC23C)C1=O
QIBFAJ,3.3271,OC(=O)C=C1Cc2ccccc2C1=O
QIBFEN,3.5988,CC1C2C(=O)C3(CCC2(C)C3CC1=O)C(C)C(O)=O
QIBFIR,3.3701,Nc1ccc(cc1)N=[N+]([O-])c1ccccc1
QIBYAC,1.8897,Nc1ccc(cc1)[N+]([O-])=Nc1ccccc1
QICLIX01,1.6312,CC1=CSC2=NC(=CN12)c1ccc(Cl)cc1
QIFFIV,2.2895,CC(C)(C)NCCN(C=O)C(C)(C)C
QIFLAT,3.361,Clc1ccc(cc1)C#CC(C1=CNc2ccccc12)c1cccc2ccccc12
QIKFEV01,2.1647,COCOc1cc(cc2NCC3C(C(O)C(CO)c12)N3C(=O)OC)C(=O)OC
QIKFIZ01,2.4376,BrC1Cc2ccccc2C1N=C=O
QILHEA,3.2904,CC(C)C1CN1C(=O)NC(C)c1ccccc1
QIQXIX,4.5374,OC1C2CC3C1OC(=O)C3C2C(=O)N1CCOCC1
QITGUW,3.6368,CC(C)(C)c1ccc2OCCOc3ccc(cc3OCCOc3cc(ccc3OCCOc3ccc(cc3OCCOc2c1)C(C)(C)C)C(C)(C)C)C(C)(C)C
QITJEJ,3.0302,CCCCCCCCCCOc1cc(OCCCCCCCCCC)c(cc1C(=O)Nc1cc(C(=O)Nc2ccccc2OC)c(OC)cc1OC)N(=O)=O
QIWHAG,4.5737,N1C(=CC=C1c1ccccn1)c1ccccn1
QIWHEK,4.4039,Cc1cc(C)c2Cc3c(C)cc(C)c(Cc4c(C)cc(C)c(Cc5c(C)cc(C)c(Cc1c2C)c5C)c4C)c3C
QIWXIE,4.4169,CCC(C)C(NC(=O)OCC1c2ccccc2c2ccccc12)C(O)=O
QIXVIC,4.107,CC12COCC3=CN(CCN(CCN4C=C(COC1)N=N4)CCN1C=C(COC2)N=N1)N=N3
QIZMER,2.0401,O=C1c2ccccc2C(=O)c2c1nc1C(CCCc1c2c1ccccc1)=Cc1ccccc1
QOBREF,2.6055,CC1=CNC2=C(C1c1ccccc1)C(=O)c1ccccc1C2=O
QODBIV01,4.2003,COC(=O)C1(C)CCCC2(C)C1CCC1C2=CCCC1(C)C=C
QOFHID,3.6164,Cc1ccc(cc1)C1(C)CC(=O)C=CO1
QOGNUW,4.2131,CC1(C)c2cccc(c2)C(C)(C)C2=NC(=C(C3=CC=C(N3)C(=C3C=CC1=N3)c1ccccc1)c1ccccc1)C=C2
QOHRAH,1.8396,Clc1ccc2N=CC(=O)Nc2c1
QOHRIP,1.3342,O=C1N(C2C3CC4CC(C3)CC2C4)C(=O)c2ccccc12
QOMZIC,4.4894,O=C1N(CC2C3CC4CC(C3)CC2C4)C(=O)c2ccccc12
QONDON,3.1139,O=C1N(CCC2C3CC4CC(C3)CC2C4)C(=O)c2ccccc12
QONNIR,1.5858,CC1CCCC2(O)OC(=O)CC12C
QOPJUC,2.8076,COC(=O)C1(C(O)c2ccccc2C1C1OC(C)(C)C(C)(C)O1)C(=O)OC
QOPVIB,2.9602,O=N(=O)C(CNN1N=NN=C1NCC(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O
QOPVOH,2.9967,O=N(=O)C(CNc1nnc(NCC(N(=O)=O)(N(=O)=O)N(=O)=O)nn1)(N(=O)=O)N(=O)=O
QOPVUN,3.0131,COC(=O)C1=C(C)NC(=C(C1C#Cc1cc(OC)cc(OC)c1)C(=O)OC)C
QOQGIN,5.1573,OC12C3C4CC5CC(C4)C(C3C5)N1C(=O)c1ccccc21
QOQSIZ,4.255,CCOC(=O)CNC1=C(N=C2N1c1cc(C)c(C)cc1N=C2c1ccccc1)c1ccc(OC(C)C)cc1
QORQUK,1.8134,[N-]=[N+]=NC1=NN=NN1NC1=CCCCC1=NN1N=NN=C1N=[N+]=[N-]
QORRUL,1.3134,O=C1Cc2cccc(CC(=O)Cc3cccc(C1)c3)c2
QOSTIC,2.7386,C1CSC2(Cc3cccc(CCc4cccc(C2)n4)c3)S1
QOTZIJ,3.4888,c1ccc(cc1)c1c2ccccc2c(c2ccccc2)c2c(c3ccccc3)c3ccccc3c(c3ccccc3)c12
QOXHUH,2.3403,OC(=O)c1c2ccccc2cc2ccccc12
QOXPEZ,2.6686,OC(=O)c1c2ccccc2cc2ccccc12
QOYSAY,3.3458,Brc1c2ccccc2cc2ccccc12
QOYSUS,3.6087,CC12OC(=O)C=C(OCCCc3ccccc3)C1C1C2C(=O)NC1=O
QQQCIG04,1.4832,Cc1ccc(COC2=CC(=O)OC3(C)C4C(C23)C(=O)NC4=O)cc1
QQQFDJ03,2.2236,COc1ccc2C3=C(N(Cc4ccccc4)C(=O)c2c1OC)N1C=CC(=CC1=N3)C
QQQFDJ04,2.2237,CC(C)C1NC(=O)C(=CN1C(=O)c1ccccc1)c1ccccc1
QQQFDS02,2.2191,CCOC(=O)C1=NN(c2ccccc2)C(=C1C)c1ccccc1
QUBRAG,4.0026,OC(C(=O)N(c1ccccc1)c1ccccc1)c1cccc[n+]1[O-]
QUBREK,4.0249,CCN(CC)C(=O)C1CN(C2CC3=CNc4cccc(C2=C1)c34)C(=O)Nc1ccccc1
QUCJOO,2.3843,CC(N1C(C(Cc2ccccc2)C1=O)c1ccc(cc1)N(C)C)c1ccccc1
QUCJUU,2.782,CC(N1C(C(Cc2ccccc2)C1=O)c1ccc(cc1)N(C)C)c1ccccc1
QUJGOS,3.6457,COC12C=C(CC=C)C(=O)C=C1OC(C2C)c1ccc2OCOc2c1
QUKKOX,3.1872,Oc1ccc([O-])c(C=[NH+]c2ccccc2O)c1
QUKPOC,2.8003,CN1CC(c2ccccc2)C23CN(CC(=Cc4ccccc4)C2=O)C2(O)c4ccccc4C(=O)C132
QULREV,3.3562,O=Cc1ccc(OCCCOc2ccc(C=O)cc2)cc1
QULRIZ,3.356,CC(C)CCCC(C)C1CCC2C3C(CCC12C)C1(C)CCCCC1=CC3=O
QURTAY,2.6051,COc1ccc(cc1)N(c1ccc(OC)cc1)c1ccc(cc1)C(C)=O
QUYGOH,1.6725,Fc1c(F)c(Br)c(F)c(C#Cc2ccc(cc2)C#Cc2ccccn2)c1F
QUYHAU,2.0132,Fc1cc(Br)c(cc1F)C#Cc1ccc(cc1)C#Cc1cccnc1
QUYTOU,3.1092,Fc1c(F)c(F)c(C#Cc2ccc(cc2)C#Cc2cccnc2)c(Br)c1F
QUZDOF,2.9063,Cc1cc(cc(C)c1O)C(c1ccc(cc1)C(c1cc(C)c(O)c(C)c1)c1cc(C)c(O)c(C)c1)c1cc(C)c(O)c(C)c1
QUZRES,2.6286,CC1=[N+]([O-])ON=C1NCNC1=NO[N+](=C1C)[O-]
RACMUF,2.3716,Oc1ccc(Cl)cc1C=O
RADHUC,2.3954,Oc1cc2OC(=CC(=O)c2c(O)c1O)c1ccccc1
RADJAK,2.3804,c1ccc(N=C2c3ccccc3c3ccccc23)c(c1)N=C1c2ccccc2c2ccccc12
RADJEO,2.3689,CC1=CC(=CC2(C)N(c3ccccc3N=C12)c1c(C)cc(Cl)cc1C)Cl
RADKIS,3.6323,Nc1cc(cc(c1Cl)N(=O)=O)N(=O)=O
RAGGUD,3.4183,NC(=O)CN1CCN(CCN(CCN(CC1)CC(N)=O)CC(N)=O)CC(N)=O
RAJGOA01,2.637,CC(C)(O)C1=CN=NN1Cc1ccccc1
RAMGOB01,2.3022,C(N1N=NC(=C1c1ccccc1)c1ccccc1)c1ccccc1
RAPGEV,1.7992,C(N1N=NC=C1c1ccccc1)c1ccccc1
RARPIL,1.8456,CC(C)C1CC(O)C2(C)OC(=O)C1C2CO
RATHAW,2.2866,CCCCCCCCN1C=C[C](C=C1)c1ccc(cc1)c1ccc(cc1)[C]1C=CN(CCCCCCCC)C=C1
RAVRAI,4.1555,COc1ccccc1C=C1N2CCC(CC2)C1=O
RAWWUI,4.4967,COc1ccc(cc1)C=C1N2CCC(CC2)C1=O
RAWXET,3.5358,Cc1ccccc1OC(=O)c1c2ccccc2nc2ccccc12
RAWXIX,3.8561,CC1=CC(=O)CC2(C)C(=O)COC12C
RAXQOX,5.1572,CC(N1C2C=CC(=O)C1(CC2C(=O)OC(C)(C)C)c1ccccc1)c1ccccc1
RAYJAD,0.6467,NC1=CC(=NN1C(=O)NC1CCCCC1)c1ccccn1
RAZZAU,1.9981,COc1cc(O)c2C(=O)OC3(C)CC4OC(C)(OC)C(C)(OC)OC4C=C3c2c1
RAZZEY,2.1021,CN1C(=O)C(CC=C)C(CC(=O)OC(C)(C)C)c2ccccc12
REBBUW,2.2541,Cc1cc(C)c(c(C)c1)C(=O)C(C(=O)c1ccccc1)=C(C(=O)c1ccccc1)C(=O)c1c(C)cc(C)cc1C
RECMAO,2.8725,O=C1N(CCc2ccccc2)C(=O)c2ccccc12
REDJIU,2.2243,COc1cccc(c1)C12CON(Cc3ccccc3)C1Cc1cccc(OC)c21
REDKIV,2.8892,Brc1cncc(Br)c1c1c(cncc1c1ccccc1)c1ccccc1
REGBIP,3.0763,Brc1cncc(c2ccccc2)c1c1c(Br)cncc1c1ccccc1
REGHUH,3.8876,COc1c2Cc3cccc(Cc4cc(cc(Cc5cccc(Cc1cc(c2)C(C)(C)C)c5)c4OC)C(C)(C)C)c3
REGLOF,2.0438,N(N=Cc1cccc2c1Oc1c(cccc21)C=NNc1ccccn1)c1ccccn1
REHCAJ,2.8604,Cc1ccccc1N=Nc1ccccc1C
REHXOS,3.7391,Cc1cccc(c1)N=Nc1cccc(C)c1
REMBOC,3.3151,Oc1cccc(O)c1
REMCAP,3.5393,COC(=O)c1nnc(CC(C)=O)c(C)c1C(C)=O
REPNUV,4.2642,CCCCCCC(O)C(O)CC=CC(O)C1CCC(=O)O1
REQGAW,2.2884,CCCCCCC(O)C1CC=CC(O)C(O)CCC(=O)O1
RERVUF01,1.8041,COc1ccc(Br)cc1Cl
RERWEQ03,1.9483,BrCc1ccc2ccccc2c1Br
RESORA09,4.2776,Cc1cc(C)c(N=Cc2ccc(C=Nc3c(C)cc(C)cc3C)nn2)c(C)c1
REWLAH,2.5222,CC1(C)C2(C)CCC1(OC2=O)C(=O)OC1c2cccc(OCc3ccccc3)c2C2=NOC3=C2C1(O)CCC3
REXVIA,4.7287,CCCN1CC(=Cc2ccc(cc2)N(C)C)C(=O)C(C1)=Cc1ccc(cc1)N(C)C
REXVOG,4.6394,C1COCCNc2ccccc2OCCOc2ccccc2N1
RIBYOR,3.8501,Fc1c(F)c(F)c2C(=O)N(c3ccccc3)C(=O)c2c1F
RICBUB,3.0821,Fc1c(F)c(F)c2C(=O)N(c3ccccc3)C(=O)c2c1F
RICNAT,1.9036,Oc1ccc(c(O)c1C(=O)OCc1ccccc1)N(=O)=O
RIDBUC,3.4353,COc1ccc(O)c(C=Nc2ccccc2N=Cc2cc(OC)ccc2O)c1
RIGBEP,2.0579,COC(=O)C1=C([O-])N(C)C(=O)[N+]1(C)C
RIGJIB,3.6641,O=S1(=O)c2ccccc2N(C#C)c2ccccc12
RIGVEJ01,2.54,COc1ccc(cc1)C(c1ccccc1)=C(c1ccccc1)c1ccc(OC)cc1
RIGVEJ02,2.5396,COc1c(NC(C)=O)cc(C)cc1N(C(C)=O)C(C)=O
RIHCER,2.6869,Clc1ccc(cc1)N1C(=NN=C1c1ccc(cc1)N(=O)=O)c1ccccc1
RIHDUI,2.1017,N#CC1(C#N)C(C#N)(C#N)C23C4CC(C4)C2=C2C4CC(C4)C2=C2C4CC(C4)C12C1=C3C2CC1C2
RIKPEG,3.5423,C1C2CC1C13OC41C1CC(C1)C14OC41C1CC(C1)C14OC41C1CC(C1)C14OC231
RINFAX,3.3003,OC(=O)C1CC1c1ccccc1
RIRMIP,2.4868,COc1cc2c(ccc3cc(O)c(OC)cc23)cc1O
